ID;URL;Titre;Chapeau;Description;Mots clés;Date de début;Heure de début;Date de fin;Heure de Fin;Nom du lieu;Adresse du lieu;Code Postal;Ville;Coordonnées géographiques;Accès PMR;Accès mal voyant;Accès mal entendant;Transport;Nom de contact;Téléphone de contact;Email de contact;Url de contact;Type d’accès;Détail du prix;URL de l’image de couverture
67714;https://www.paris.fr/evenements/spectacle-et-puis-s-en-va-l-album-pour-de-vrai-67714;Spectacle Et puis s’en va : l’album pour de vrai;"Découvrez un livre comme vous ne l’avez jamais vu !

Plongez dans Et Puis s’en va, l’album pour de vrai et venez découvrir cet univers musical et partez en voyage au pays des émotions avec ce spectacle pour les tout-petits !";"""Ce livre-CD, créé et produit par la compagnie 
Le Théâtre de l’Autre côté, nous parle de quête intérieure, du lien 
nécessaire avec les autres par le regard et de la fabrique de l’émotion.
 Guidé.es par une danseuse conteuse, vous explorerez la forêt psyché et 
rencontrerez vos Amimotions, ces amies que sont vos émotions.Chaque famille repartira avec son livre pour prolonger l’expérience chez soi.""La danseuse-conteuse : Adeline Reynes, Clothilde Fortin et Iris Mirnezami — En alternance 

Conception scénographie et mise en scène : Valérie Fernandez 

Costume et accessoires : Valérie Fernandez, accompagnée par Delphine 
Sekulak -Collectif Metalu à Chahuter avec la complicité de Clothilde 
Fortin et d’Adeline Reynes. 

Bande sonore issue de l’album musical Et Puis s’en va : composition William Herremy Illustrations : Sidonie Rocher Texte : Valérie Fernandez. 

Montage son : Anaïs Joubert";Enfants, Spectacle musical;16/11/2024;11:30;16/11/2024;12:30;Bibliothèque Václav Havel;26 esplanade Nathalie Sarraute;75018;Paris;48.8890750188795, 2.36299999168281;;;;; ;+33140386540;bibliotheque.vaclav-havel@paris.fr;;conseillée;;https://cdn.paris.fr/qfapv4/2024/09/12/huge-859e385db07062d282190cfdd5be56f1.jpeg
65437;https://www.paris.fr/evenements/copie-de-atelier-a-la-decouverte-de-l-opera-de-pekin-65437;atelier A la découverte de l'opéra de Pékin 6-9 ans;Une activité culturelle et artistique organisée par l'association LinguiSt'art;Une présentation ludique de l'univers fantastique de l'Opéra de Pékin et une explication de la signification des couleurs dans l'Opéra de PékinUn atelier créatif de fabrication d'un masque aux visages multiplessur inscription pour les enfants de 4 à 6 ans de 14h à 15h30 puis pour les enfants à partir de 6 ans de 16h à 17h30;Atelier, Enfants;23/11/2024;17:00;23/11/2024;18:30;Médiathèque Jean-Pierre Melville;79 rue Nationale;75013;Paris;48.826787000907, 2.36644000856506;;;;; ;+33153827676;mediatheque.jean-pierre.melville@paris.fr;;obligatoire;;https://cdn.paris.fr/qfapv4/2024/07/13/huge-b6af1007fd3b59f36e749aacd2872ac8.jpg
14017;https://www.paris.fr/evenements/cafe-des-lecteurs-14017;Nos rendez-vous littéraires : Plume à la page;"En présence d'interprètes LSF/FR.
Vous avez aimé un livre, un film ? Vous voulez partager avec d'autres passionné.e.s et curieux.ses ? Participez à notre rendez-vous littéraire Plume à la page !";Le traditionnel café des lecteurs de la bibliothèque Saint-Éloi change de nom pour devenir Plume à la page, et mettre ainsi à l'honneur notre mascotte à plumes !Chacun.e peut venir avec un ou plusieurs coups de coeur qu'il ou elle souhaite partager avec d'autres. Vous serez toujours accueilli.e.s autour d'un thé ou d'un café !En présence d'interprètes LSF/FR.samedi 21 septembre et 23 novembre, 10h30adultesentrée libre;Atelier, Littérature;21/09/2024;13:30;23/11/2024;13:00;Bibliothèque Saint-Eloi;23 rue du Colonel Rozanoff;75012;Paris;48.8455290202263, 2.38711103908116;1;1;1;; ;+33153447030;bibliotheque.saint-eloi@paris.fr;https://www.paris.fr/equipements/bibliotheque-saint-eloi-1725;non;;https://cdn.paris.fr/qfapv4/2023/07/29/huge-d34eb2c1d1d5878fe44fc888e9409b13.png
68125;https://www.paris.fr/evenements/lecture-musicale-et-illustree-de-majnoun-et-leili-68125;"Lecture musicale et illustrée de ""Majnoun et Leïli""";Découvrez l’un des plus célèbres contes amoureux d’Orient, mis en musique (oud et kamâncheh) et en images. Un véritable voyage onirique multi-sensoriel à travers la culture arabo-persane, par Yann Damezin et Baptiste Frelat.;"C’est
 sûrement l’un des plus célèbres contes amoureux d’Orient.Passionné de 
la culture persane, Yann Damezin a souhaité livrer une interprétation 
personnelle de cette histoire. En 2022 est édité Majnoun et Leïli - Chants d'outre-tombe,
 somptueuse rencontre entre la miniature persane et l’alexandrin.Un an 
plus tard, avec le musicien Baptiste Frelat, ils décident de donner 
ensemble une nouvelle dimension à ce poème graphique. Ainsi le oud et le kamâncheh
 viennent répondre à la lecture du texte et la projection des images. Un
 véritable voyage onirique multi-sensoriel à travers la culture 
arabo-persane.***L'histoire :Qaïs et Leïli sont deux amants épris l’un de l’autre.Le
 jeune homme, incapable de contenir sa passion, crie le ​nom de l'aimée à
 tous vents avec tant de ferveur qu’il reçoit ​le surnom de « Majnoun » 
(le fou). Le père de Leïli, qui ne ​souhaite voir sa réputation entachée
 par ce personnage ​extravagant, refuse de lui donner la main de sa 
fille. La suite ​se noue dans l’intimité du désert, où cet amour absolu 
se ​mélangera peu à peu à la mort.***Yann Damezin est
 un illustrateur lyonnais passionné par la littérature, le livre et 
l'image sous toutes leurs formes. Il aime particulièrement les univers 
étranges et oniriques et son travail se nourrit d'influences très 
diverses : miniature persane, primitifs italiens, expressionnisme etc.Il
 est l'auteur et le dessinateur de deux albums de bande dessinée parus 
aux éditions La Boîte à Bulles : Concerto pour main gauche, dans lequel 
il narre l'histoire du pianiste autrichien Paul Wittgenstein, et Majnoun
 et Leïli - Chants d'outre tombe. Il a par ailleurs illustré quatre 
livres pour la jeunesse, dont La Légende de Zal, d'après une légende de 
la littérature classique persane, et il a publié des histoires courtes 
en bande dessinée dans des revues telles que Les Rues de Lyon et Métal 
hurlant.Baptiste Frelat est un musicien qui explore les répertoires arabo-​ottomans savants, populaires et sacrés. Grâce à son oud et aux ​rencontres avec des maîtres, il explore sans cesse la richesse du ​Maqam, de l’improvisation, des mélodies et des rythmes du Proche-​Orient. En 2023, après quatre années passées dans le département ​de musique traditionnelle orientale de l’Ecole Nationale de Musique ​de Villeurbanne, il obtient son Diplôme d’Etudes Musicales. Il fait ​actuellement partie de plusieurs projets musicaux dont le groupe ​Matjar Adib qu’il a fondé en 2022.";BD, Concert, Littérature;16/11/2024;19:00;16/11/2024;20:15;Bibliothèque Jacqueline de Romilly;16 avenue de la Porte Montmartre;75018;Paris;48.8994220173449, 2.33641997088512;;;;; ;+33142556020;bibliotheque.jacqueline-deromilly@paris.fr;;obligatoire;;https://cdn.paris.fr/qfapv4/2024/09/07/huge-7b8b476a942b278dbb37b58bad697ac2.jpg
68649;https://www.paris.fr/evenements/petits-contes-de-betes-pas-si-betes-a-la-bibliotheque-claire-bretecher-68649;Petits contes de bêtes pas si bêtes à la bibliothèque Claire Bretécher;"Venant de cette tradition millénaire des conteurs, Hamed Bouzzine est enfant d’Ulysse, de Sindbad, 
de Shéhérazade et des chanteurs de ""blues"" de cette planète.";C'est à des princes que je raconte cette histoire.Cette histoire se passe il y a très longtemps,Du temps où l'homme n'était pas encore l'homme .En ce temps-là, il se passait des choses très très étranges,Du temps où les animaux parlaient et les hommes étaient muets,En ce temps-là, le jour était la nuit et la nuit était le jour.;Enfants, Spectacle musical, Théâtre;07/12/2024;11:45;07/12/2024;12:30;Bibliothèque Claire Bretécher;11 rue de Lancry;75010;Paris;48.869387, 2.360108;;;;; ;;;https://lessinguliers.fr/-Spectacles-29-;obligatoire;;https://cdn.paris.fr/qfapv4/2024/09/13/huge-32c5a15b8001e2d01f6bfd4ccaeb2535.jpg
68701;https://www.paris.fr/evenements/griffith-gillespie-quintet-a-la-peniche-marcounet-68701;Griffith-Gillespie Quintet à la Peniche Marcounet;5 Jazzmen pour 5 fois plus de swing au Marcounet !;Le saxophoniste et flûtiste américain Oliver Griffith invite le trompettiste Larry Gillespie, ancien membre des groupes de Ray Charles et Woody Herman, pour un programme contrastant le Cool Jazz et le Hard Bop. Le Cool Jazz a émergé dans les années 50 sur la côte ouest des États-Unis, porté par des musiciens tels que Chet Baker, Stan Getz, Dave Brubeck et Gerry Mulligan. Il se distingue par des tempos détendus et des arrangements incluant des contrepoints. En opposition, le Hard Bop de la côte est, joué par des musiciens tels que Art Blakey, Horace Silver et Hank Mobley, et influencé par le rhythm and blues et le gospel, est souvent plus rapide et énergétique.Accompagnés de Jean-Pascal Devailly au piano, Alain Broda à la basse, et Patrick Goujon à la batterie.;Concert, Festival;01/12/2024;19:00;01/12/2024;22:00;Peniche Marcounet;14 Quai de l'Hôtel de ville;75004;Paris;48.8530857, 2.3573881;;;;; ;;;;obligatoire;De 15 à 18 euros.;https://cdn.paris.fr/qfapv4/2024/09/13/huge-98e3be0eb10f4446cb877bbab036f391.jpeg
68667;https://www.paris.fr/evenements/initiation-au-doublage-de-films-68667;Initiation au doublage de films;"En cette fin d’année, les bibliothèques parisiennes célèbrent l’Oralité !
L’occasion rêvée de découvrir les ficelles du doublage de films et d’ajouter une corde (vocale) à votre arc !";"Initiation au doublage en
libre accèsSamedi 7 décembre de 10h30 à 17h30Qui n’a jamais essayé d’imiter la voix de Marge Simpson, Stitch
ou… Pumba ? Avouez !
Pour celles et ceux qui se reconnaîtront, venez vous amuser à doubler les voix
de vos personnages préférés !Nous mettrons à votre disposition des extraits de films ainsi que
l’outil phare des pros du doublage : la « bande rythmo » (bande horizontale comportant le texte
qui doit être prononcé).Accès libre en continutout publicAtelier
création de dialogues et doublage en liveSamedi
7 Décembre de 15h à 16h30Et pour les plus créatif·ves, les bibliothécaires vous proposent
un atelier pour inventer vos propres dialogues. Vous pourrez ensuite les tester
de votre plus belle voix sur des extraits de films sélectionnés.Gratuit, sur inscription à partir d'un mois avant la date de l'atelierà partir de 10 ansNous vous proposons aussi trois autres actions autour de ce temps fort dédié à l'oralité :&gt; Atelier philo : Les machines et nous&gt; Lecture théâtre d'ombre et atelier ""Les livres s'animent""&gt; Spectacle / performance ""Empreintes"" autour des contes";Atelier, Ecrans;07/12/2024;11:30;07/12/2024;18:30;Médiathèque Hélène Berr;70 rue de Picpus;75012;Paris;48.8425409974728, 2.39747702255727;;;;; ;+33143458712;mediatheque.helene-berr@paris.fr;https://www.paris.fr/equipements/mediatheque-helene-berr-1726;conseillée;Atelier sur inscription à partir du 7 novembre 2024;https://cdn.paris.fr/qfapv4/2024/09/13/huge-64d8e4f563478cebf6d93ba933b037ee.jpg
68854;https://www.paris.fr/evenements/cap-au-nord-solo-pour-une-clowne-68854;Cap au Nord, solo pour une clowne au théâtre du Gouvernail;"Un spectacle de la Compagnie A Vol d'Oiseau 
(tout public à partir de 10 ans).";"Traverser la banquise n’est pas chose tranquille ! Un beau défi
pour une clowne…La
vie est un rendez-vous à ne pas manquer. La clowne Juliette transcende les
blessures d’enfance avec une fabuleuse détermination à vivre.Juliette Béquette part sur les traces de son passé, et déploie dans ce
spectacle un univers dans lequel son impatience a trouvé le calme, les pieds
sur terre et la tête dans les nuages. Un monde aux confins de l’enfance enfouie
dans une histoire qui n’a pas eu de mots pendant très longtemps. Elle assume peu à
peu sa condition de mouton noir parmi les blancs et rassure ainsi la
petite fille paniquée, de ne pas être vue, reconnue, entendue. Sa peur
d’exister devient alors une terrible envie de vivre et d’en rire.Quittant sa Belgique natale et son « Pays Noir », elle a
choisi les neiges et les lumières du « Grand Nord » comme objectifs à
son voyage. Au cours de son périple, elle se déleste de ses traumatismes
d’enfance pour avancer vers une terre vierge et encore inexplorée. Luttant contre les courants
contraires qui la font dériver et tentent de la ramener vers son point de
départ, elle brave sa propre banquise pour enfin trouver son pays. Elle propose au spectateur de « signer un traité
de paix avec soi-même » ! Et en fin de compte, ce Grand
Nord tant rêvé n’est-il pas le lieu où chacun se découvre ?https://youtu.be/tD5xgc6g-DAhttps://youtu.be/0oitIvfNjGkLes spectateurs ont aimé: https://drive.google.com/file/d/1ToyOxCO5YGFzVrLpvpFuBAadrXwYmNLW/";Humour, Théâtre;10/10/2024;22:00;16/11/2024;17:15;Théâtre du Gouvernail;5, passage de Thionville;75019;Paris;48.8880150014944, 2.38200796878991;1;;;; ;+33686947739;avoldoiseau@wanadoo.fr;https://clownairlinescompany.blogspot.com/p/cap-au-nord-creation-202223_62.html;conseillée;TP: 18 euros / TR: 15 euroshttps://www.helloasso.com/associations/compagnie-a-vol-d-oiseau/evenements/cap-au-nord-solo-pour-une-clowne-1https://www.billetreduc.com/352389/evt.htm;https://cdn.paris.fr/qfapv4/2024/09/16/huge-b681f6fd88ecfef59a23bbda4064339d.jpg
68743;https://www.paris.fr/evenements/histoires-et-compagnie-avec-la-cie-la-caravane-passe-temps-fort-oralite-68743;Histoires et compagnie avec la cie Pass pass la Caravane - Temps fort Oralité;Dans le cadre du temps fort des bibliothèques de Paris autour de l'Oralité, participez à une séance de contes lors de notre rendez-vous Histoires et compagnie.;"La compagnie Pass pass la Caravane animera cette séance d'Histoires et compagnie et proposera de découvrir des contes à plusieurs voix.De 4 à 6 ans. Gratuit, sur inscription : mediatheque.violette-leduc@paris.fr ou 01 55 25 80 20Nous vous proposons d'autres animations dans le cadre du temps fort Des mots à la bouche :- Les Racontines- Fric Frac des contes- Des livres et des biberons en comptines- A vos 10 doigts spécial ""contes et collages""";Enfants, Histoire;27/11/2024;01:00;28/11/2024;00:59;Médiathèque Violette Leduc;18 rue Faidherbe;75011;Paris;48.8515960093828, 2.38396003022044;;;;; ;+33155258020;mediatheque.violette-leduc@paris.fr;https://www.paris.fr/lieux/mediatheque-violette-leduc-1724;obligatoire;;https://cdn.paris.fr/qfapv4/2023/12/26/huge-e2a7d562a377cc4065dc1f744a6e2272.jpg
66810;https://www.paris.fr/evenements/exposition-partout-des-arbres-66810;Exposition : Partout des arbres;"Découvrez l'exposition des œuvres collectives et individuelles des élèves des Ateliers Beaux-Arts, site Tanger (19ème arrondissement).
Les travaux sur l'observation des arbres en extérieur, et des branches à l'atelier, sont basés sur différentes techniques artistiques : pastels secs et gras, encre de couleurs, crayons de couleurs, acrylique.
Ateliers menés par Élodie Barthélémy, artiste enseignante.

Exposition du 08 novembre au 20 décembre 2024
Vernissage : samedi 09 novembre à 17h, entrée libre";"La forêt, telle qu’elle nous apparaît, depuis l’enfance, agit
sur nous comme une grande force plurielle enveloppante. L’aborder en dessin ou
en peinture sous forme d’exploration collective permet à chacun, chacune de s’y
projeter avec ses souvenirs, ses images, ses sensations, de s’y perdre au fil
du trait de crayon ou de pastel, poursuivant l’ombre d’un animal, ou la courbe
d’une branche pour au final se retrouver au détour d’un sentier que l’on vient
de tracer, dans une clairière picturale habitée de mille vies et de mille voix.Exposition du 08 novembre au 20 décembre 2024, entrée libre aux horaires d'ouverture de la bibliothèque.Vernissage : samedi 09 novembre à 17h, entrée librehttps://www.paris.fr/pages/les-ateliers-beaux-arts-2123Les Ateliers Beaux-Arts Tanger
  
   ; Crédits : Ateliers beaux-Arts
";Art contemporain, Nature, Peinture;08/11/2024;01:00;21/12/2024;00:59;Bibliothèque Claude Lévi-Strauss;41 avenue de Flandre;75019;Paris;48.8865539938614, 2.37121299950928;;;;; ;+33140359646;bibliotheque.claude.levi-strauss@paris.fr;;non;;https://cdn.paris.fr/qfapv4/2024/08/09/huge-5373e9279e8d4a27d5e59618e1287b90.jpg
68966;https://www.paris.fr/evenements/dominique-digeon-serie-series-68966;Dominique Digeon série/séries;L'œuvre de Dominique Digeon aux multiples séries et techniques;"L’Enseigne des Oudin-Fonds de Dotation présente, en 2 volets, une importante exposition de Dominique Digeon
comportant plus d’une centaine œuvres allant de 1987 à 2024.Volet # 1 « SÉRIE/SÉRIES »19 septembre - 19 octobre
Un regard sélectif sur 4 décennies de séries.volets # 2 « ART/ÉCHECS &amp; Cie »7 novembre - 14 décembre
Une approche du temps et de la matière
Dominique DIGEON série/séries Une importante exposition de l’artiste Dominique Digeon  réunissant en 2 thématiques et plus d’une centaine d’œuvres sera présentée cet automne . 1er volet : 19 sept. – 19 oct. « SÉRIE / SÉRIES »2 ème volet : 7 nov.-14 déc. «ART / échec &amp; Cie »";Art contemporain, Expo, Loisirs;19/09/2024;18:00;14/12/2024;20:00;Enseigne des Oudin;4 rue Martel;75011;Paris;48.8736259978607, 2.35288001706493;0;0;1;; ;+33142718365;contact@enseignedesoudin.com;;non;;https://cdn.paris.fr/qfapv4/2024/09/17/huge-cacd19963f41ccc1501b08ab4b284da1.jpg
68899;https://www.paris.fr/evenements/spectacle-trust-me-for-a-while-68899;Spectacle Trust me for a While;Spectacle d’horreur absurde, Trust me for a While met en scène un magicien médiocre et une marionnette ventriloque possédée et jalouse armée d’un couteau…;"Dans le cadre de la 12ème édition de la Biennale internationale des arts de la marionnette.Metteuse en scène, marionnettiste et actrice, Yngvild Aspeli 
invite trois jeunes comédiens et comédiennes-marionnettistes, tout juste
 sortis de l’École Nationale Supérieure des Arts de la Marionnette de 
Charleville-Mézières, à créer cette histoire d’amour tendre et tragique.Spectacle d’horreur absurde, Trust me for a While met en scène un magicien médiocre et une marionnette ventriloque possédée et jalouse armée d’un couteau…";Théâtre;27/05/2025;23:00;29/05/2025;00:00;Le Mouffetard, Théâtre des arts de la Marionnette;73 rue Mouffetard;75005;Paris;48.842213, 2.34982;;;;; ;+33184794444;;https://lemouffetard.com/;obligatoire;;https://cdn.paris.fr/qfapv4/2024/09/17/huge-adb457a28597bc572e7ba0c4ed9ae35c.png
27884;https://www.paris.fr/evenements/bebe-concerts-par-l-orchestre-lamoureux-27884;Bébé concerts par l'Orchestre Lamoureux;L’Orchestre Lamoureux a créé le concept original d’un concert spécialement imaginé pour les enfants de 0 à 5 ans. Dans une atmosphère intime et décontractée, l’orchestre joue pendant 30 minutes des pièces musicales à destination des tout-petits.;Assistez au concert en famille, dans des conditions adaptées aux bébés : les temps d’écoute alternent avec des moments d’interaction. Une proximité rare est mise en place avec les musiciennes et musiciens qui s’invitent souvent dans la salle au cœur du public.ProgrammationBébé Concert Olé !Aujourd’hui chantons et dansons avec l’Orchestre Lamoureux sur des rythmes espagnols ! L’occasion de découvrir en famille les tubes de Carmen et les danses ibériques magnifiées par les compositeurs Georges Bizet et Jules Massenet. Ensoleillement et sourire garantis !Dimanche 6 octobre - 16H30 - La Seine Musicale - RéservationBébé Concert Des airs de flûteMozart, amoureux de la flûte, traversière ou enchantée, a écrit quelques-unes des plus belles pages jamais dédiées à cet instrument. Dans l’orchestre ou en solo, une découverte de la flûte dans tous ses états.Dimanche 17 novembre - 11h - Salle Gaveau - RéservationBébé Concert En fanfareQuelques classiques revisités «tambour battant» par les cuivres et percussions de l’Orchestre Lamoureux : l‘Intermezzo Sinfonico de Mascagni, la Marche militaire de Schubert ou encore l’increvable Pomp and Circumstance d’Edward Elgar.Samedi 23 et dimanche 24 novembreSam. 10h I 11h15 I 15h I 16h15 - Dim. 10h I 11h15 - Théâtre de l’Atelier - RéservationBébé Concert BallerineLe programme Ballerine vous invite à (re)découvrir les plus belles pages des ballets du compositeur Piotr Ilitch Tchaïkovsky : l’occasion de valser sur le lac avec la princesse Odette et ses petits cygnes et de découvrir la Fée Dragée du royaume de Casse-Noisette!Samedi 14 et dimanche 15 décembreSam. 10h I 11h15 I 15h I 16h15 - Dim. 10h I 11h15 - Théâtre de l’Atelier - RéservationBébé Concert Au fil de l’eauDans la lignée de sa création musicale la plus emblématique, La Mer de Claude Debussy, l’Orchestre Lamoureux imagine cette saison un programme pour les enfants sur le thème de l’eau. Plongez avec les musiciens dans un univers flottant sensationnel, où chaque note évoque les mystères et les merveilles des mouvements aquatiques. Un moment musical enchanteur, où l’imaginaire des tout-petits se mêle à la poésie des grands compositeurs.Dimanche 22 décembre - 10h15 I 11h30 - La Seine Musicale - Réservation Bébé Concert Nouvel anCe Bébé Concert du Nouvel An est inspiré de celui donné traditionnellement à Vienne chaque année depuis 1939, dans une version Lamoureux. Une belle occasion de découvrir l’univers envoûtant de Johann Strauss II, le roi de la valse autrichienne. De la Bauern Polka, grand succès en Russie, à la célèbre valse Le beau Danube bleu, souvent offerte en apothéose lors du concert viennois du Nouvel An, chaque note nous transporte dans une symphonie de légèreté et de grâce. Une célébration vibrante pour débuter l’année en beauté !Samedi 11 et dimanche 12 janvierSam. 10h I 11h15 - Dim. 10h I 11h I 15h I 16h15 - Théâtre de l’Atelier - Réservation Bébé Concert Cordes et accordéonDans la famille des vents, et plus précisément des bois à anches libres, je demande… l’accordéon ! À touches piano ou boutons, doté toujours d’un soufflet et de claviers, son invention est tardive mais constitue une prouesse de l’Europe entière au début du XIXème siècle. Instrument emblématique des musiques populaires, tout autant à l’aise par sa virtuosité naturelle dans tous les styles de la musique – du baroque au tango, en passant par le musette, il se mariera ici aux cordes pour faire le régal de nos bébés mélomanes.Samedi 8 et dimanche 9 févrierSam. 10h I 11h15 - Dim. 10h I 11h15 - Théâtre de l’Atelier - RéservationBébé Concert AmadeusL’ « enfant prodige » Wolfgang Amadeus Mozart a composé ses premières œuvres à six ans et son premier opéra à onze ans ! Découvrez quelques-uns de ses plus beaux morceaux avec les musiciens de l’Orchestre Lamoureux.Dimanche 23 mars - 10h15 I 11h30 - La Seine Musicale - Réservation Bébé Concert Suite de dansesDepuis des siècles, les créations des temps anciens ont inspiré les plus grands compositeurs. Lors de ce concert spécial, les bébés danseront au son du violon, revivant la magie des danses d’autrefois avec les musiciens de l’Orchestre Lamoureux.Dimanche 30 mars 2025 I 11h - Salle Cortot - RéservationBébé Concert Percussions autour du mondeLors d’un voyage musical autour du monde, venez écouter, bouger et chanter en rythme et découvrir l’univers des percussions !Samedi 5 et dimanche 6 avrilSam. 10h I 11h15 I 15h I 16h15 - Dim. 10h I 11h15 - Théâtre de l’Atelier - RéservationBébé Concert BeethovenDans l’écrin de la Salle Gaveau, l’Orchestre Lamoureux interprètera des extraits de la huitième symphonie d’un des plus célèbres compositeurs de l’histoire de la musique, à qui nous devons l’hymne européen.Dimanche 17 mai 2025 - 11h - Salle Gaveau - RéservationBébé Concert Mélodies d’OrientL’Orchestre Lamoureux vous ouvre les portes de l’Orient! Un dialogue des musiques traditionnelles avec celles d’inspiration orientale de grands compositeurs comme Mozart ou Beethoven, à partager en famille!Samedi 24 et dimanche 25 maiSam. 10h I 11h15 I 15h I 16h15 - Dim. 10h I 11h15 - Théâtre de l’Atelier - RéservationBébé Concert Les petits tableaux d’une expositionEmbarquement pour une promenade inspirée des œuvres du peintre Viktor Hartmann auquel le compositeur Modest Moussorgski a rendu hommage en composant ses célèbres Tableaux d’une Exposition. . Au programme : balade au jardin des tuileries, excursion dans les catacombes, escapade dans une cabane sur des pattes de poules, flânerie au marché de Limoges et réjouissance au ballet des poussins. Une déambulation symphonique avec l’orchestre au grand complet!Samedi 7 et dimanche 8 juinSam. 11h - Dim. 10h15 I 11h30 - La Seine Musicale - Réservation Bébé Concert VivaldiAu programme de ce concert, les célébrissimes Quatre Saisons de Vivaldi! Les petits entendront les concertos pour violon et danseront avec l’orchestre au fil des saisons. Un concert qui fait la part belle aux instruments à cordes et permettra également la découverte d’un instrument phare de la musique baroque: le clavecin.Samedi 14 et dimanche 15 juinSam. 10h I 11h15 I 15h I 16h15 - Dim. 10h I 11h - Théâtre de l’Atelier - Réservation;Concert, Enfants, Festival;06/10/2024;02:00;16/06/2025;01:59;Salle Gaveau;45 rue de la Boétie;75008;Paris;48.8735280134126, 2.31419501933931;;;;; ;;;https://orchestrelamoureux.com/saison-2024-25/bebe-concerts/;obligatoire;;https://cdn.paris.fr/qfapv4/2022/10/14/huge-6441daa7e764fda73be02bbed096193c.jpg
69061;https://www.paris.fr/evenements/formation-ba-ba-de-la-lutte-contre-l-exclusion-dans-le-12e-69061;"Formation ""BA-ba de la lutte contre l'exclusion"" dans le 12e";Cette formation a pour objectif de vous donner les clés pour agir sur le terrain et changer de regard sur les personnes en situation de précarité. Inscrivez-vous pour y participer.;Vous avez envie d’agir sur le terrain : participer à une maraude, distribuer des repas, accueillir des personnes sans-abri dans une bagagerie ?Cette formation a pour objectif de vous donner les clés pour agir sur le terrain et changer de regard sur les personnes en situation de précarité, notamment grâce aux résultats de la Nuit de la Solidarité et à une présentation des différents dispositifs solidaires à Paris.La formation sera animée par la Fabrique de la Solidarité et plusieurs associations viendront présenter leurs actions sur le terrain et les façons de s'engager. Inscrivez-vous en répondant à ce formulaire :;Solidarité;12/12/2024;19:30;12/12/2024;22:00;;;;;;;;;; ;;;;obligatoire;Inscrivez-vous en complétant le formulaire ci contre;https://cdn.paris.fr/qfapv4/2024/09/18/huge-93d8823f0457ea98ca9e312663343630.png
65254;https://www.paris.fr/evenements/grande-ourse-d-alice-serfati-65254;La Grande Ourse d'Alice Sarfati au Théâtre 13;Lauréate du Prix T13 2021, Alice Sarfati revient avec sa nouvelle création, un spectacle sur la famille, en interrogeant une nouvelle forme pour la raconter : les séances de constellation familiale.;Dans ce type de séances, on part du principe que la famille est une constellation et que chaque membre en est une étoile pour mettre en lumière les traumatismes enfouis et histoires du passé. En entrant dans la vie de sa mère, Jeanne espère mieux comprendre son héritage familial, les relations intergénérationnelles et les schémas récurrents qui peuvent avoir un impact sur sa propre vie.Elle va tenter de guérir les blessures du passé en traversant différentes versions de son histoire familiale, comprendre comment chacun·e détient sa propre vérité et comment avec des éléments subjectifs on peut raconter la même scène en lui donnant un sens différent, voire opposé. Jeanne va alors traverser plusieurs histoires, plusieurs trajectoires. La constellation sera à l’image d’un grand puzzle que l’on tentera d’assembler sur scène.;Théâtre;04/03/2025;21:00;14/03/2025;22:30;Théâtre 13 / Bibliothèque;30 rue du Chevaleret;75013;Paris;48.8276220061014, 2.37725601642265;;;;; ;+33145886222;billetterie@theatre13.com;https://www.theatre13.com/saison/spectacle/la-grande-ourse;obligatoire;De 5€ à 25€;https://cdn.paris.fr/qfapv4/2024/07/11/huge-cc37ce520f412a05ce4d426687481673.png
